config_id,parameter,value,scenario,seed,cumulative_sla_violations,RFI
gamma_0p25,gamma,0.25,2ec_high_off,564738291,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,577215664,282,0.47404644423558895
gamma_0p25,gamma,0.25,2ec_high_off,602214076,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,633816299,282,0.4354966096470951
gamma_0p25,gamma,0.25,2ec_high_off,675849302,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,707106781,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,794161987,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,866025403,282,0.4354966096470951
gamma_0p25,gamma,0.25,2ec_high_off,918273645,282,0.49009862844814306
gamma_0p25,gamma,0.25,2ec_high_off,987654321,21,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1029384756,282,0.47404644423558895
gamma_0p25,gamma,0.25,2ec_high_off,1123581321,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1145661099,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1282538739,288,0.45621584699453555
gamma_0p25,gamma,0.25,2ec_high_off,1329531353,28,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1410143363,29,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1835732737,28,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,1954324947,21,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,123456789,233,0.45328844652615147
gamma_0p5,gamma,0.5,2ec_high_off,135792468,21,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,141421356,282,0.4354966096470951
gamma_0p5,gamma,0.5,2ec_high_off,161803398,282,0.4991426206244088
gamma_0p5,gamma,0.5,2ec_high_off,173205080,21,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,200496737,28,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,223606797,21,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,246813579,282,0.47404644423558895
gamma_0p5,gamma,0.5,2ec_high_off,271828182,229,0.47404644423558895
gamma_0p5,gamma,0.5,2ec_high_off,299792458,282,0.47404644423558895
gamma_0p5,gamma,0.5,2ec_high_off,314159265,282,0.49009862844814306
gamma_0p5,gamma,0.5,2ec_high_off,428956419,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,564738291,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,577215664,282,0.47404644423558895
gamma_0p5,gamma,0.5,2ec_high_off,602214076,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,633816299,282,0.4354966096470951
gamma_0p5,gamma,0.5,2ec_high_off,675849302,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,707106781,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,794161987,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,866025403,282,0.4354966096470951
gamma_0p5,gamma,0.5,2ec_high_off,918273645,282,0.49009862844814306
gamma_0p5,gamma,0.5,2ec_high_off,987654321,21,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1029384756,282,0.47404644423558895
gamma_0p5,gamma,0.5,2ec_high_off,1123581321,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1145661099,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1282538739,288,0.45621584699453555
gamma_0p5,gamma,0.5,2ec_high_off,1329531353,28,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1410143363,29,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1835732737,28,0.2535228377065112
gamma_0p5,gamma,0.5,2ec_high_off,1954324947,21,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,123456789,233,0.45328844652615147
gamma_0p75,gamma,0.75,2ec_high_off,135792468,21,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,141421356,282,0.4354966096470951
gamma_0p75,gamma,0.75,2ec_high_off,161803398,282,0.4692880409492788
gamma_0p75,gamma,0.75,2ec_high_off,173205080,21,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,200496737,28,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,223606797,21,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,246813579,282,0.47404644423558895
gamma_0p75,gamma,0.75,2ec_high_off,271828182,229,0.47404644423558895
gamma_0p75,gamma,0.75,2ec_high_off,299792458,282,0.47404644423558895
gamma_0p75,gamma,0.75,2ec_high_off,314159265,282,0.4354966096470951
gamma_0p75,gamma,0.75,2ec_high_off,428956419,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,564738291,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,577215664,282,0.47404644423558895
gamma_0p75,gamma,0.75,2ec_high_off,602214076,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,633816299,282,0.4354966096470951
gamma_0p75,gamma,0.75,2ec_high_off,675849302,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,707106781,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,794161987,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,866025403,282,0.4354966096470951
gamma_0p75,gamma,0.75,2ec_high_off,918273645,282,0.4354966096470951
gamma_0p75,gamma,0.75,2ec_high_off,987654321,21,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1029384756,282,0.47404644423558895
gamma_0p75,gamma,0.75,2ec_high_off,1123581321,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1145661099,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1282538739,288,0.4758736559139785
gamma_0p75,gamma,0.75,2ec_high_off,1329531353,28,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1410143363,29,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1835732737,28,0.2535228377065112
gamma_0p75,gamma,0.75,2ec_high_off,1954324947,21,0.2535228377065112
gamma_1p0,gamma,1.0,2ec_high_off,123456789,233,0.4572996863416025
gamma_1p0,gamma,1.0,2ec_high_off,135792468,21,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,141421356,282,0.41601171212821697
gamma_1p0,gamma,1.0,2ec_high_off,161803398,282,0.41639522258414763
gamma_1p0,gamma,1.0,2ec_high_off,173205080,21,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,200496737,28,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,223606797,21,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,246813579,282,0.4548350041771094
gamma_1p0,gamma,1.0,2ec_high_off,271828182,229,0.4548350041771094
gamma_1p0,gamma,1.0,2ec_high_off,299792458,282,0.4548350041771094
gamma_1p0,gamma,1.0,2ec_high_off,314159265,282,0.41601171212821697
gamma_1p0,gamma,1.0,2ec_high_off,428956419,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,564738291,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,577215664,282,0.4548350041771094
gamma_1p0,gamma,1.0,2ec_high_off,602214076,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,633816299,282,0.41601171212821697
gamma_1p0,gamma,1.0,2ec_high_off,675849302,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,707106781,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,794161987,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,866025403,282,0.41601171212821697
gamma_1p0,gamma,1.0,2ec_high_off,918273645,282,0.41601171212821697
gamma_1p0,gamma,1.0,2ec_high_off,987654321,21,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1029384756,282,0.4548350041771094
gamma_1p0,gamma,1.0,2ec_high_off,1123581321,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1145661099,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1282538739,288,0.42396313364055294
gamma_1p0,gamma,1.0,2ec_high_off,1329531353,28,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1410143363,29,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1835732737,28,0.24586977648202138
gamma_1p0,gamma,1.0,2ec_high_off,1954324947,21,0.24586977648202138
gamma_1p25,gamma,1.25,2ec_high_off,123456789,233,0.44093242087254064
gamma_1p25,gamma,1.25,2ec_high_off,135792468,21,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,141421356,282,0.40042379411311446
gamma_1p25,gamma,1.25,2ec_high_off,161803398,26,0.24818840579710147
gamma_1p25,gamma,1.25,2ec_high_off,173205080,21,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,200496737,28,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,223606797,21,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,246813579,33,0.27861394557823127
gamma_1p25,gamma,1.25,2ec_high_off,271828182,30,0.27861394557823127
gamma_1p25,gamma,1.25,2ec_high_off,299792458,282,0.4394658521303258
gamma_1p25,gamma,1.25,2ec_high_off,314159265,282,0.40042379411311446
gamma_1p25,gamma,1.25,2ec_high_off,428956419,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,564738291,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,577215664,282,0.4394658521303258
gamma_1p25,gamma,1.25,2ec_high_off,602214076,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,633816299,282,0.40042379411311446
gamma_1p25,gamma,1.25,2ec_high_off,675849302,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,707106781,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,794161987,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,866025403,282,0.40042379411311446
gamma_1p25,gamma,1.25,2ec_high_off,918273645,282,0.40042379411311446
gamma_1p25,gamma,1.25,2ec_high_off,987654321,21,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1029384756,33,0.27861394557823127
gamma_1p25,gamma,1.25,2ec_high_off,1123581321,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1145661099,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1282538739,288,0.40821044546851
gamma_1p25,gamma,1.25,2ec_high_off,1329531353,28,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1410143363,29,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1835732737,28,0.23974732750242955
gamma_1p25,gamma,1.25,2ec_high_off,1954324947,21,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,123456789,34,0.3230994152046784
gamma_1p5,gamma,1.5,2ec_high_off,135792468,21,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,141421356,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,161803398,26,0.24818840579710147
gamma_1p5,gamma,1.5,2ec_high_off,173205080,21,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,200496737,28,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,223606797,21,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,246813579,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,271828182,30,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,299792458,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,314159265,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,428956419,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,564738291,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,577215664,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,602214076,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,633816299,282,0.40042379411311446
gamma_1p5,gamma,1.5,2ec_high_off,675849302,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,707106781,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,794161987,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,866025403,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,918273645,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,987654321,21,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1029384756,33,0.27861394557823127
gamma_1p5,gamma,1.5,2ec_high_off,1123581321,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1145661099,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1282538739,39,0.3230994152046784
gamma_1p5,gamma,1.5,2ec_high_off,1329531353,28,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1410143363,29,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1835732737,28,0.23974732750242955
gamma_1p5,gamma,1.5,2ec_high_off,1954324947,21,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,123456789,34,0.3230994152046784
gamma_1p75,gamma,1.75,2ec_high_off,135792468,21,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,141421356,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,161803398,26,0.24818840579710147
gamma_1p75,gamma,1.75,2ec_high_off,173205080,21,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,200496737,28,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,223606797,21,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,246813579,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,271828182,30,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,299792458,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,314159265,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,428956419,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,564738291,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,577215664,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,602214076,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,633816299,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,675849302,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,707106781,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,794161987,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,866025403,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,918273645,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,987654321,21,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1029384756,33,0.27861394557823127
gamma_1p75,gamma,1.75,2ec_high_off,1123581321,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1145661099,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1282538739,39,0.3230994152046784
gamma_1p75,gamma,1.75,2ec_high_off,1329531353,28,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1410143363,29,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1835732737,28,0.23974732750242955
gamma_1p75,gamma,1.75,2ec_high_off,1954324947,21,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,123456789,34,0.3230994152046784
gamma_2p0,gamma,2.0,2ec_high_off,135792468,21,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,141421356,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,161803398,26,0.24818840579710147
gamma_2p0,gamma,2.0,2ec_high_off,173205080,21,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,200496737,28,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,223606797,21,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,246813579,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,271828182,30,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,299792458,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,314159265,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,428956419,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,564738291,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,577215664,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,602214076,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,633816299,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,675849302,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,707106781,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,794161987,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,866025403,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,918273645,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,987654321,21,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1029384756,33,0.27861394557823127
gamma_2p0,gamma,2.0,2ec_high_off,1123581321,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1145661099,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1282538739,39,0.3230994152046784
gamma_2p0,gamma,2.0,2ec_high_off,1329531353,28,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1410143363,29,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1835732737,28,0.23974732750242955
gamma_2p0,gamma,2.0,2ec_high_off,1954324947,21,0.23974732750242955
lambda_t_0p25,lambda_t,0.25,2ec_high_off,123456789,224,0.435626102292769
lambda_t_0p25,lambda_t,0.25,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_0p25,lambda_t,0.25,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_0p25,lambda_t,0.25,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_0p25,lambda_t,0.25,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_0p25,lambda_t,0.25,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_0p25,lambda_t,0.25,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_0p25,lambda_t,0.25,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_0p25,lambda_t,0.25,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_0p25,lambda_t,0.25,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_0p25,lambda_t,0.25,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_0p25,lambda_t,0.25,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_0p25,lambda_t,0.25,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_0p5,lambda_t,0.5,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_0p5,lambda_t,0.5,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_0p5,lambda_t,0.5,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_0p5,lambda_t,0.5,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_0p5,lambda_t,0.5,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_0p5,lambda_t,0.5,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_0p5,lambda_t,0.5,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_0p5,lambda_t,0.5,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_0p5,lambda_t,0.5,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_0p5,lambda_t,0.5,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_0p5,lambda_t,0.5,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_0p5,lambda_t,0.5,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_0p75,lambda_t,0.75,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_0p75,lambda_t,0.75,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_0p75,lambda_t,0.75,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_0p75,lambda_t,0.75,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_0p75,lambda_t,0.75,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_0p75,lambda_t,0.75,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_0p75,lambda_t,0.75,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_0p75,lambda_t,0.75,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_0p75,lambda_t,0.75,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_0p75,lambda_t,0.75,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_0p75,lambda_t,0.75,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1145661099,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1282538739,288,0.42396313364055294
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1329531353,28,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1410143363,29,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1835732737,28,0.24586977648202138
lambda_t_0p75,lambda_t,0.75,2ec_high_off,1954324947,21,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,123456789,233,0.4572996863416025
lambda_t_1p0,lambda_t,1.0,2ec_high_off,135792468,21,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,141421356,282,0.41601171212821697
lambda_t_1p0,lambda_t,1.0,2ec_high_off,161803398,282,0.41639522258414763
lambda_t_1p0,lambda_t,1.0,2ec_high_off,173205080,21,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,200496737,28,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,223606797,21,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,246813579,282,0.4548350041771094
lambda_t_1p0,lambda_t,1.0,2ec_high_off,271828182,229,0.4548350041771094
lambda_t_1p0,lambda_t,1.0,2ec_high_off,299792458,282,0.4548350041771094
lambda_t_1p0,lambda_t,1.0,2ec_high_off,314159265,282,0.41601171212821697
lambda_t_1p0,lambda_t,1.0,2ec_high_off,428956419,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,564738291,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,577215664,282,0.4548350041771094
lambda_t_1p0,lambda_t,1.0,2ec_high_off,602214076,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,633816299,282,0.41601171212821697
lambda_t_1p0,lambda_t,1.0,2ec_high_off,675849302,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,707106781,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,794161987,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,866025403,282,0.41601171212821697
lambda_t_1p0,lambda_t,1.0,2ec_high_off,918273645,282,0.41601171212821697
lambda_t_1p0,lambda_t,1.0,2ec_high_off,987654321,21,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1029384756,282,0.4548350041771094
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1123581321,29,0.24586977648202138
lambda_t_1p0,lambda_t,1.0,2ec_high_off,1145661099,29,0.24586977648202138
