config_id,parameter,value,scenario,seed,cumulative_sla_violations,RFI
beta_1p0,beta,1.0,2ec_high_off,1410143363,29,0.24586977648202138
beta_1p0,beta,1.0,2ec_high_off,1835732737,28,0.24586977648202138
beta_1p0,beta,1.0,2ec_high_off,1954324947,21,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,123456789,233,0.4572996863416025
beta_1p25,beta,1.25,2ec_high_off,135792468,21,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,141421356,282,0.41601171212821697
beta_1p25,beta,1.25,2ec_high_off,161803398,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,173205080,21,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,200496737,28,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,223606797,21,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,246813579,282,0.4548350041771094
beta_1p25,beta,1.25,2ec_high_off,271828182,229,0.4548350041771094
beta_1p25,beta,1.25,2ec_high_off,299792458,282,0.4548350041771094
beta_1p25,beta,1.25,2ec_high_off,314159265,282,0.41601171212821697
beta_1p25,beta,1.25,2ec_high_off,428956419,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,564738291,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,577215664,282,0.4548350041771094
beta_1p25,beta,1.25,2ec_high_off,602214076,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,633816299,282,0.41601171212821697
beta_1p25,beta,1.25,2ec_high_off,675849302,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,707106781,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,794161987,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,866025403,282,0.41601171212821697
beta_1p25,beta,1.25,2ec_high_off,918273645,282,0.41601171212821697
beta_1p25,beta,1.25,2ec_high_off,987654321,21,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1029384756,282,0.4548350041771094
beta_1p25,beta,1.25,2ec_high_off,1123581321,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1145661099,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1282538739,288,0.42396313364055294
beta_1p25,beta,1.25,2ec_high_off,1329531353,28,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1410143363,29,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1835732737,28,0.24586977648202138
beta_1p25,beta,1.25,2ec_high_off,1954324947,21,0.24586977648202138
beta_1p5,beta,1.5,2ec_high_off,123456789,253,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,135792468,21,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,141421356,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,161803398,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,173205080,21,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,200496737,28,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,223606797,21,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,246813579,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,271828182,28,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,299792458,282,0.5449037345201239
beta_1p5,beta,1.5,2ec_high_off,314159265,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,428956419,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,564738291,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,577215664,282,0.5449037345201239
beta_1p5,beta,1.5,2ec_high_off,602214076,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,633816299,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,675849302,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,707106781,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,794161987,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,866025403,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,918273645,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,987654321,21,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1029384756,282,0.5449037345201239
beta_1p5,beta,1.5,2ec_high_off,1123581321,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1145661099,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1282538739,282,0.4967042642299638
beta_1p5,beta,1.5,2ec_high_off,1329531353,28,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1410143363,29,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1835732737,28,0.296968787515006
beta_1p5,beta,1.5,2ec_high_off,1954324947,21,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,123456789,253,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,135792468,21,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,141421356,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,161803398,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,173205080,21,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,200496737,28,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,223606797,21,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,246813579,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,271828182,28,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,299792458,282,0.5449037345201239
beta_1p75,beta,1.75,2ec_high_off,314159265,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,428956419,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,564738291,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,577215664,282,0.5449037345201239
beta_1p75,beta,1.75,2ec_high_off,602214076,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,633816299,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,675849302,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,707106781,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,794161987,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,866025403,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,918273645,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,987654321,21,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1029384756,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,1123581321,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1145661099,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1282538739,282,0.4967042642299638
beta_1p75,beta,1.75,2ec_high_off,1329531353,28,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1410143363,29,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1835732737,28,0.296968787515006
beta_1p75,beta,1.75,2ec_high_off,1954324947,21,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,123456789,253,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,135792468,21,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,141421356,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,161803398,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,173205080,21,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,200496737,28,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,223606797,21,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,246813579,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,271828182,28,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,299792458,282,0.5449037345201239
beta_2p0,beta,2.0,2ec_high_off,314159265,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,428956419,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,564738291,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,577215664,282,0.5449037345201239
beta_2p0,beta,2.0,2ec_high_off,602214076,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,633816299,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,675849302,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,707106781,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,794161987,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,866025403,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,918273645,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,987654321,21,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1029384756,282,0.4967042642299638
beta_2p0,beta,2.0,2ec_high_off,1123581321,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1145661099,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1282538739,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1329531353,28,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1410143363,29,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1835732737,28,0.296968787515006
beta_2p0,beta,2.0,2ec_high_off,1954324947,21,0.296968787515006
eta_0p25,eta,0.25,2ec_high_off,123456789,233,0.4572996863416025
eta_0p25,eta,0.25,2ec_high_off,135792468,21,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,141421356,282,0.41601171212821697
eta_0p25,eta,0.25,2ec_high_off,161803398,282,0.41639522258414763
eta_0p25,eta,0.25,2ec_high_off,173205080,21,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,200496737,28,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,223606797,21,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,246813579,282,0.4548350041771094
eta_0p25,eta,0.25,2ec_high_off,271828182,229,0.4548350041771094
eta_0p25,eta,0.25,2ec_high_off,299792458,282,0.4548350041771094
eta_0p25,eta,0.25,2ec_high_off,314159265,282,0.41601171212821697
eta_0p25,eta,0.25,2ec_high_off,428956419,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,564738291,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,577215664,282,0.4548350041771094
eta_0p25,eta,0.25,2ec_high_off,602214076,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,633816299,282,0.41601171212821697
eta_0p25,eta,0.25,2ec_high_off,675849302,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,707106781,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,794161987,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,866025403,282,0.41601171212821697
eta_0p25,eta,0.25,2ec_high_off,918273645,282,0.41601171212821697
eta_0p25,eta,0.25,2ec_high_off,987654321,21,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1029384756,282,0.4548350041771094
eta_0p25,eta,0.25,2ec_high_off,1123581321,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1145661099,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1282538739,288,0.42396313364055294
eta_0p25,eta,0.25,2ec_high_off,1329531353,28,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1410143363,29,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1835732737,28,0.24586977648202138
eta_0p25,eta,0.25,2ec_high_off,1954324947,21,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,123456789,233,0.4572996863416025
eta_0p5,eta,0.5,2ec_high_off,135792468,21,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,141421356,282,0.41601171212821697
eta_0p5,eta,0.5,2ec_high_off,161803398,282,0.41639522258414763
eta_0p5,eta,0.5,2ec_high_off,173205080,21,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,200496737,28,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,223606797,21,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,246813579,282,0.4548350041771094
eta_0p5,eta,0.5,2ec_high_off,271828182,229,0.4548350041771094
eta_0p5,eta,0.5,2ec_high_off,299792458,282,0.4548350041771094
eta_0p5,eta,0.5,2ec_high_off,314159265,282,0.41601171212821697
eta_0p5,eta,0.5,2ec_high_off,428956419,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,564738291,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,577215664,282,0.4548350041771094
eta_0p5,eta,0.5,2ec_high_off,602214076,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,633816299,282,0.41601171212821697
eta_0p5,eta,0.5,2ec_high_off,675849302,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,707106781,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,794161987,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,866025403,282,0.41601171212821697
eta_0p5,eta,0.5,2ec_high_off,918273645,282,0.41601171212821697
eta_0p5,eta,0.5,2ec_high_off,987654321,21,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1029384756,282,0.4548350041771094
eta_0p5,eta,0.5,2ec_high_off,1123581321,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1145661099,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1282538739,288,0.42396313364055294
eta_0p5,eta,0.5,2ec_high_off,1329531353,28,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1410143363,29,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1835732737,28,0.24586977648202138
eta_0p5,eta,0.5,2ec_high_off,1954324947,21,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,123456789,233,0.4572996863416025
eta_0p75,eta,0.75,2ec_high_off,135792468,21,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,141421356,282,0.41601171212821697
eta_0p75,eta,0.75,2ec_high_off,161803398,282,0.41639522258414763
eta_0p75,eta,0.75,2ec_high_off,173205080,21,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,200496737,28,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,223606797,21,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,246813579,282,0.4548350041771094
eta_0p75,eta,0.75,2ec_high_off,271828182,229,0.4548350041771094
eta_0p75,eta,0.75,2ec_high_off,299792458,282,0.4548350041771094
eta_0p75,eta,0.75,2ec_high_off,314159265,282,0.41601171212821697
eta_0p75,eta,0.75,2ec_high_off,428956419,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,564738291,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,577215664,282,0.4548350041771094
eta_0p75,eta,0.75,2ec_high_off,602214076,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,633816299,282,0.41601171212821697
eta_0p75,eta,0.75,2ec_high_off,675849302,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,707106781,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,794161987,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,866025403,282,0.41601171212821697
eta_0p75,eta,0.75,2ec_high_off,918273645,282,0.41601171212821697
eta_0p75,eta,0.75,2ec_high_off,987654321,21,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1029384756,282,0.4548350041771094
eta_0p75,eta,0.75,2ec_high_off,1123581321,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1145661099,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1282538739,288,0.42396313364055294
eta_0p75,eta,0.75,2ec_high_off,1329531353,28,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1410143363,29,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1835732737,28,0.24586977648202138
eta_0p75,eta,0.75,2ec_high_off,1954324947,21,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,123456789,233,0.4572996863416025
eta_1p0,eta,1.0,2ec_high_off,135792468,21,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,141421356,282,0.41601171212821697
eta_1p0,eta,1.0,2ec_high_off,161803398,282,0.41639522258414763
eta_1p0,eta,1.0,2ec_high_off,173205080,21,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,200496737,28,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,223606797,21,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,246813579,282,0.4548350041771094
eta_1p0,eta,1.0,2ec_high_off,271828182,229,0.4548350041771094
eta_1p0,eta,1.0,2ec_high_off,299792458,282,0.4548350041771094
eta_1p0,eta,1.0,2ec_high_off,314159265,282,0.41601171212821697
eta_1p0,eta,1.0,2ec_high_off,428956419,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,564738291,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,577215664,282,0.4548350041771094
eta_1p0,eta,1.0,2ec_high_off,602214076,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,633816299,282,0.41601171212821697
eta_1p0,eta,1.0,2ec_high_off,675849302,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,707106781,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,794161987,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,866025403,282,0.41601171212821697
eta_1p0,eta,1.0,2ec_high_off,918273645,282,0.41601171212821697
eta_1p0,eta,1.0,2ec_high_off,987654321,21,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1029384756,282,0.4548350041771094
eta_1p0,eta,1.0,2ec_high_off,1123581321,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1145661099,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1282538739,288,0.42396313364055294
eta_1p0,eta,1.0,2ec_high_off,1329531353,28,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1410143363,29,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1835732737,28,0.24586977648202138
eta_1p0,eta,1.0,2ec_high_off,1954324947,21,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,123456789,233,0.4572996863416025
eta_1p25,eta,1.25,2ec_high_off,135792468,21,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,141421356,282,0.41601171212821697
eta_1p25,eta,1.25,2ec_high_off,161803398,282,0.41639522258414763
eta_1p25,eta,1.25,2ec_high_off,173205080,21,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,200496737,28,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,223606797,21,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,246813579,282,0.4548350041771094
eta_1p25,eta,1.25,2ec_high_off,271828182,229,0.4548350041771094
eta_1p25,eta,1.25,2ec_high_off,299792458,282,0.4548350041771094
eta_1p25,eta,1.25,2ec_high_off,314159265,282,0.41601171212821697
eta_1p25,eta,1.25,2ec_high_off,428956419,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,564738291,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,577215664,282,0.4548350041771094
eta_1p25,eta,1.25,2ec_high_off,602214076,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,633816299,282,0.41601171212821697
eta_1p25,eta,1.25,2ec_high_off,675849302,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,707106781,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,794161987,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,866025403,282,0.41601171212821697
eta_1p25,eta,1.25,2ec_high_off,918273645,282,0.41601171212821697
eta_1p25,eta,1.25,2ec_high_off,987654321,21,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1029384756,282,0.4548350041771094
eta_1p25,eta,1.25,2ec_high_off,1123581321,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1145661099,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1282538739,288,0.42396313364055294
eta_1p25,eta,1.25,2ec_high_off,1329531353,28,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1410143363,29,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1835732737,28,0.24586977648202138
eta_1p25,eta,1.25,2ec_high_off,1954324947,21,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,123456789,224,0.435626102292769
eta_1p5,eta,1.5,2ec_high_off,135792468,21,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,141421356,282,0.41601171212821697
eta_1p5,eta,1.5,2ec_high_off,161803398,282,0.41639522258414763
eta_1p5,eta,1.5,2ec_high_off,173205080,21,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,200496737,28,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,223606797,21,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,246813579,282,0.4548350041771094
eta_1p5,eta,1.5,2ec_high_off,271828182,229,0.4548350041771094
eta_1p5,eta,1.5,2ec_high_off,299792458,282,0.4548350041771094
eta_1p5,eta,1.5,2ec_high_off,314159265,282,0.41601171212821697
eta_1p5,eta,1.5,2ec_high_off,428956419,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,564738291,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,577215664,282,0.4548350041771094
eta_1p5,eta,1.5,2ec_high_off,602214076,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,633816299,282,0.41601171212821697
eta_1p5,eta,1.5,2ec_high_off,675849302,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,707106781,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,794161987,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,866025403,282,0.41601171212821697
eta_1p5,eta,1.5,2ec_high_off,918273645,282,0.41601171212821697
eta_1p5,eta,1.5,2ec_high_off,987654321,21,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1029384756,282,0.4548350041771094
eta_1p5,eta,1.5,2ec_high_off,1123581321,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1145661099,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1282538739,288,0.42396313364055294
eta_1p5,eta,1.5,2ec_high_off,1329531353,28,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1410143363,29,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1835732737,28,0.24586977648202138
eta_1p5,eta,1.5,2ec_high_off,1954324947,21,0.24586977648202138
eta_1p75,eta,1.75,2ec_high_off,123456789,224,0.5013052267954229
eta_1p75,eta,1.75,2ec_high_off,135792468,21,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,141421356,282,0.4772193667110858
eta_1p75,eta,1.75,2ec_high_off,161803398,282,0.47796512741904573
eta_1p75,eta,1.75,2ec_high_off,173205080,21,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,200496737,28,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,223606797,21,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,246813579,282,0.5256922944616443
eta_1p75,eta,1.75,2ec_high_off,271828182,229,0.5256922944616443
eta_1p75,eta,1.75,2ec_high_off,299792458,282,0.5256922944616443
eta_1p75,eta,1.75,2ec_high_off,314159265,282,0.4772193667110858
eta_1p75,eta,1.75,2ec_high_off,428956419,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,564738291,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,577215664,282,0.5256922944616443
eta_1p75,eta,1.75,2ec_high_off,602214076,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,633816299,282,0.4772193667110858
eta_1p75,eta,1.75,2ec_high_off,675849302,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,707106781,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,794161987,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,866025403,282,0.4772193667110858
eta_1p75,eta,1.75,2ec_high_off,918273645,282,0.4772193667110858
eta_1p75,eta,1.75,2ec_high_off,987654321,21,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1029384756,282,0.5256922944616443
eta_1p75,eta,1.75,2ec_high_off,1123581321,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1145661099,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1282538739,277,0.4956917702015741
eta_1p75,eta,1.75,2ec_high_off,1329531353,28,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1410143363,29,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1835732737,28,0.2893157262905162
eta_1p75,eta,1.75,2ec_high_off,1954324947,21,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,123456789,224,0.5013052267954229
eta_2p0,eta,2.0,2ec_high_off,135792468,21,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,141421356,282,0.4772193667110858
eta_2p0,eta,2.0,2ec_high_off,161803398,282,0.47796512741904573
eta_2p0,eta,2.0,2ec_high_off,173205080,21,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,200496737,28,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,223606797,21,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,246813579,282,0.5256922944616443
eta_2p0,eta,2.0,2ec_high_off,271828182,229,0.5256922944616443
eta_2p0,eta,2.0,2ec_high_off,299792458,282,0.5256922944616443
eta_2p0,eta,2.0,2ec_high_off,314159265,282,0.4772193667110858
eta_2p0,eta,2.0,2ec_high_off,428956419,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,564738291,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,577215664,282,0.5256922944616443
eta_2p0,eta,2.0,2ec_high_off,602214076,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,633816299,277,0.4956917702015741
eta_2p0,eta,2.0,2ec_high_off,675849302,277,0.4956917702015741
eta_2p0,eta,2.0,2ec_high_off,707106781,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,794161987,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,866025403,277,0.4956917702015741
eta_2p0,eta,2.0,2ec_high_off,918273645,282,0.4772193667110858
eta_2p0,eta,2.0,2ec_high_off,987654321,21,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1029384756,282,0.5256922944616443
eta_2p0,eta,2.0,2ec_high_off,1123581321,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1145661099,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1282538739,277,0.4956917702015741
eta_2p0,eta,2.0,2ec_high_off,1329531353,28,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1410143363,29,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1835732737,28,0.2893157262905162
eta_2p0,eta,2.0,2ec_high_off,1954324947,21,0.2893157262905162
gamma_0p25,gamma,0.25,2ec_high_off,123456789,233,0.45328844652615147
gamma_0p25,gamma,0.25,2ec_high_off,135792468,21,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,141421356,282,0.49009862844814306
gamma_0p25,gamma,0.25,2ec_high_off,161803398,282,0.4991426206244088
gamma_0p25,gamma,0.25,2ec_high_off,173205080,21,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,200496737,28,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,223606797,21,0.2535228377065112
gamma_0p25,gamma,0.25,2ec_high_off,246813579,282,0.47404644423558895
gamma_0p25,gamma,0.25,2ec_high_off,271828182,229,0.47404644423558895
gamma_0p25,gamma,0.25,2ec_high_off,299792458,282,0.47404644423558895
gamma_0p25,gamma,0.25,2ec_high_off,314159265,282,0.49009862844814306
gamma_0p25,gamma,0.25,2ec_high_off,428956419,29,0.2535228377065112
