scenario,algo,seed,step,elapsed_ms
2ec_high_on,thea,794161987,8,1.5433
2ec_high_off,thea,794161987,1,13.3884
2ec_high_off,thea,794161987,2,5.1333
2ec_high_off,thea,794161987,3,5.9813
2ec_high_off,thea,794161987,4,5.1492
2ec_high_off,thea,794161987,5,4.4857
2ec_high_off,thea,794161987,6,5.2009
2ec_high_off,thea,794161987,7,4.043
2ec_high_off,thea,794161987,8,3.7934
2ec_high_off,thea,794161987,9,3.3899
2ec_high_off,thea,794161987,10,3.6398
2ec_high_off,thea,794161987,11,4.4807
2ec_high_off,thea,794161987,12,3.4756
2ec_high_off,thea,794161987,13,3.144
2ec_high_off,thea,794161987,14,3.2446
2ec_high_off,thea,794161987,15,3.8843
2ec_high_off,thea,794161987,16,2.5221
2ec_high_off,thea,794161987,17,2.8967
2ec_high_off,thea,794161987,18,3.4428
2ec_high_off,thea,794161987,19,3.6129
2ec_high_off,thea,794161987,20,2.3921
2ec_high_off,thea,794161987,21,3.0297
2ec_high_off,thea,794161987,22,2.9912
2ec_high_off,thea,794161987,23,3.7881
2ec_high_off,thea,794161987,24,3.5251
2ec_high_off,thea,794161987,25,2.4189
2ec_high_off,thea,794161987,26,1.9275
2ec_high_off,thea,794161987,27,1.5787
2ec_high_off,thea,794161987,28,3.5897
2ec_high_off,thea,794161987,29,2.9093
2ec_high_off,thea,794161987,30,3.3458
2ec_high_off,thea,794161987,31,3.7306
2ec_high_off,thea,794161987,32,2.2089
2ec_high_off,thea,794161987,33,3.8348
2ec_high_off,thea,794161987,34,3.1582
2ec_high_off,thea,794161987,35,2.8935
2ec_high_off,thea,794161987,36,1.6863
2ec_high_off,thea,794161987,37,2.1
2ec_high_off,thea,794161987,38,2.5626
2ec_high_off,thea,794161987,39,2.4307
2ec_high_off,thea,794161987,40,6.9418
2ec_high_off,thea,794161987,41,2.014
2ec_high_off,thea,794161987,42,5.7686
2ec_high_off,thea,794161987,43,3.6622
2ec_high_off,thea,794161987,44,3.0278
2ec_high_off,thea,794161987,45,3.1629
2ec_high_off,thea,794161987,46,3.1912
2ec_high_off,thea,794161987,47,3.4973
2ec_high_off,thea,794161987,48,3.4041
2ec_high_off,thea,794161987,49,4.9874
2ec_high_off,thea,794161987,50,3.2248
2ec_high_off,thea,794161987,51,7.0895
2ec_high_off,thea,794161987,52,3.3272
2ec_high_off,thea,794161987,53,4.5655
2ec_high_off,thea,794161987,54,3.2014
2ec_high_off,thea,794161987,55,5.0318
2ec_high_off,thea,794161987,56,3.3584
2ec_high_off,thea,794161987,57,3.4365
2ec_high_off,thea,794161987,58,3.8907
2ec_high_off,thea,794161987,59,3.3919
2ec_high_off,thea,794161987,60,3.6748
sample,thea,1329531353,1,1.2532
sample,thea,1329531353,2,0.4548
sample,thea,1329531353,3,0.4173
sample,thea,1329531353,4,0.3621
sample,thea,1329531353,5,0.3547
sample,thea,1329531353,6,0.3404
sample,thea,1329531353,7,0.8111
sample,thea,1329531353,8,0.8233
sample,thea,1329531353,9,0.4106
sample,thea,1329531353,10,0.3634
sample,thea,1329531353,11,0.3966
sample,thea,1329531353,12,0.3912
sample,thea,1329531353,13,0.4175
sample,thea,1329531353,14,0.3611
sample,thea,1329531353,15,0.3831
sample,thea,1329531353,16,0.3566
sample,thea,1329531353,17,1.2545
sample,thea,1329531353,18,0.8205
sample,thea,1329531353,19,0.4203
sample,thea,1329531353,20,0.4066
sample,thea,1329531353,21,0.8212
sample,thea,1329531353,22,1.1358
sample,thea,1329531353,23,0.9521
sample,thea,1329531353,24,0.7474
sample,thea,1329531353,25,0.7637
sample,thea,1329531353,26,0.759
sample,thea,1329531353,27,1.0039
sample,thea,1329531353,28,0.8253
sample,thea,1329531353,29,0.4662
sample,thea,1329531353,30,0.3922
sample,thea,1329531353,31,0.3772
sample,thea,1329531353,32,0.4092
sample,thea,1329531353,33,0.3865
sample,thea,1329531353,34,0.9523
sample,thea,1329531353,35,0.4319
sample,thea,1329531353,36,0.4589
sample,thea,1329531353,37,0.4392
sample,thea,1329531353,38,0.9518
sample,thea,1329531353,39,0.7994
sample,thea,1329531353,40,0.7474
sample,thea,1329531353,41,0.7907
sample,thea,1329531353,42,0.7076
sample,thea,1329531353,43,0.7018
sample,thea,1329531353,44,1.5158
sample,thea,1329531353,45,0.7938
sample,thea,1329531353,46,1.1006
sample,thea,1329531353,47,0.7812
sample,thea,1329531353,48,0.726
sample,thea,1329531353,49,0.9904
sample,thea,1329531353,50,0.4374
sample,thea,1329531353,51,17.7049
sample,thea,1329531353,52,1.4139
sample,thea,1329531353,53,0.8114
sample,thea,1329531353,54,1.0335
sample,thea,1329531353,55,4.192
sample,thea,1329531353,56,0.9672
sample,thea,1329531353,57,2.0325
sample,thea,1329531353,58,0.8726
sample,thea,1329531353,59,0.9156
sample,thea,1329531353,60,0.97
2ec_low_on,thea,1329531353,1,14.6408
2ec_low_on,thea,1329531353,2,6.5311
2ec_low_on,thea,1329531353,3,4.2094
2ec_low_on,thea,1329531353,4,4.5516
2ec_low_on,thea,1329531353,5,3.8644
2ec_low_on,thea,1329531353,6,4.3821
2ec_low_on,thea,1329531353,7,4.0764
2ec_low_on,thea,1329531353,8,4.152
2ec_low_on,thea,1329531353,9,3.674
2ec_low_on,thea,1329531353,10,109.0657
2ec_low_off,thea,1329531353,1,9.6778
2ec_low_off,thea,1329531353,2,5.5069
2ec_low_off,thea,1329531353,3,5.1253
2ec_low_off,thea,1329531353,4,4.2434
2ec_low_off,thea,1329531353,5,4.3436
2ec_low_off,thea,1329531353,6,6.0642
2ec_low_off,thea,1329531353,7,5.7023
2ec_low_off,thea,1329531353,8,3.7824
2ec_low_off,thea,1329531353,9,7.2331
2ec_low_off,thea,1329531353,10,4.4909
2ec_low_off,thea,1329531353,11,4.894
2ec_high_on,thea,1329531353,1,18.847
2ec_high_on,thea,1329531353,2,8.2719
2ec_high_on,thea,1329531353,3,6.9428
2ec_high_on,thea,1329531353,4,4.6391
2ec_high_on,thea,1329531353,5,4.4707
2ec_high_on,thea,1329531353,6,5.4191
2ec_high_on,thea,1329531353,7,7.1078
2ec_high_on,thea,1329531353,8,5.698
2ec_high_on,thea,1329531353,9,5.1921
2ec_high_off,thea,1329531353,1,8.4383
2ec_high_off,thea,1329531353,2,5.8
2ec_high_off,thea,1329531353,3,6.6097
2ec_high_off,thea,1329531353,4,4.8678
2ec_high_off,thea,1329531353,5,4.5061
2ec_high_off,thea,1329531353,6,4.5642
2ec_high_off,thea,1329531353,7,3.7349
2ec_high_off,thea,1329531353,8,3.8084
2ec_high_off,thea,1329531353,9,1.5193
2ec_high_off,thea,1329531353,10,1.4367
2ec_high_off,thea,1329531353,11,2.1904
2ec_high_off,thea,1329531353,12,2.8414
2ec_high_off,thea,1329531353,13,2.7823
2ec_high_off,thea,1329531353,14,2.8426
2ec_high_off,thea,1329531353,15,2.9229
2ec_high_off,thea,1329531353,16,2.709
2ec_high_off,thea,1329531353,17,2.753
2ec_high_off,thea,1329531353,18,3.9224
2ec_high_off,thea,1329531353,19,1.5902
2ec_high_off,thea,1329531353,20,3.1551
2ec_high_off,thea,1329531353,21,1.8498
2ec_high_off,thea,1329531353,22,3.6277
2ec_high_off,thea,1329531353,23,1.7496
2ec_high_off,thea,1329531353,24,1.9112
2ec_high_off,thea,1329531353,25,1.4907
2ec_high_off,thea,1329531353,26,2.6294
2ec_high_off,thea,1329531353,27,3.1933
2ec_high_off,thea,1329531353,28,2.7456
2ec_high_off,thea,1329531353,29,3.1304
2ec_high_off,thea,1329531353,30,2.6995
2ec_high_off,thea,1329531353,31,1.912
2ec_high_off,thea,1329531353,32,2.8845
2ec_high_off,thea,1329531353,33,3.1972
2ec_high_off,thea,1329531353,34,3.1149
2ec_high_off,thea,1329531353,35,3.5521
2ec_high_off,thea,1329531353,36,2.0024
2ec_high_off,thea,1329531353,37,1.6451
2ec_high_off,thea,1329531353,38,1.421
2ec_high_off,thea,1329531353,39,1.4547
2ec_high_off,thea,1329531353,40,3.007
2ec_high_off,thea,1329531353,41,1.5008
2ec_high_off,thea,1329531353,42,1.6155
2ec_high_off,thea,1329531353,43,1.5932
2ec_high_off,thea,1329531353,44,2.6976
2ec_high_off,thea,1329531353,45,1.9417
2ec_high_off,thea,1329531353,46,1.5666
2ec_high_off,thea,1329531353,47,6.8022
2ec_high_off,thea,1329531353,48,2.8316
2ec_high_off,thea,1329531353,49,3.082
2ec_high_off,thea,1329531353,50,2.936
2ec_high_off,thea,1329531353,51,2.9498
2ec_high_off,thea,1329531353,52,2.9482
2ec_high_off,thea,1329531353,53,2.8399
2ec_high_off,thea,1329531353,54,2.6711
2ec_high_off,thea,1329531353,55,2.7803
2ec_high_off,thea,1329531353,56,2.9607
2ec_high_off,thea,1329531353,57,2.793
2ec_high_off,thea,1329531353,58,2.3664
2ec_high_off,thea,1329531353,59,2.5832
2ec_high_off,thea,1329531353,60,3.262
sample,thea,200496737,1,1.2734
sample,thea,200496737,2,0.4323
sample,thea,200496737,3,0.4335
sample,thea,200496737,4,0.4352
sample,thea,200496737,5,0.3952
sample,thea,200496737,6,0.4071
sample,thea,200496737,7,0.4278
sample,thea,200496737,8,0.4258
sample,thea,200496737,9,0.4075
sample,thea,200496737,10,0.3898
sample,thea,200496737,11,0.4015
sample,thea,200496737,12,0.3904
sample,thea,200496737,13,0.7577
sample,thea,200496737,14,0.4563
sample,thea,200496737,15,1.0384
sample,thea,200496737,16,0.428
sample,thea,200496737,17,0.3951
sample,thea,200496737,18,0.4963
sample,thea,200496737,19,0.3772
sample,thea,200496737,20,0.3713
sample,thea,200496737,21,0.3942
sample,thea,200496737,22,0.481
sample,thea,200496737,23,0.4471
sample,thea,200496737,24,0.3844
sample,thea,200496737,25,0.3693
sample,thea,200496737,26,0.3915
sample,thea,200496737,27,0.5076
sample,thea,200496737,28,0.385
sample,thea,200496737,29,0.4829
sample,thea,200496737,30,0.5353
sample,thea,200496737,31,0.4681
sample,thea,200496737,32,0.5129
sample,thea,200496737,33,0.4419
sample,thea,200496737,34,0.3913
sample,thea,200496737,35,0.4145
sample,thea,200496737,36,0.38
sample,thea,200496737,37,0.4122
sample,thea,200496737,38,0.4396
sample,thea,200496737,39,0.4777
sample,thea,200496737,40,0.4496
sample,thea,200496737,41,0.424
sample,thea,200496737,42,0.4891
sample,thea,200496737,43,0.4011
sample,thea,200496737,44,0.3891
sample,thea,200496737,45,0.4019
sample,thea,200496737,46,0.3935
sample,thea,200496737,47,0.4309
sample,thea,200496737,48,0.402
sample,thea,200496737,49,0.4415
sample,thea,200496737,50,4.4541
sample,thea,200496737,51,0.4797
sample,thea,200496737,52,0.4105
sample,thea,200496737,53,0.3775
sample,thea,200496737,54,0.395
sample,thea,200496737,55,0.4697
sample,thea,200496737,56,2.0118
sample,thea,200496737,57,0.3978
sample,thea,200496737,58,0.387
sample,thea,200496737,59,0.388
sample,thea,200496737,60,0.4161
2ec_low_on,thea,200496737,1,6.1341
2ec_low_on,thea,200496737,2,2.2965
2ec_low_on,thea,200496737,3,4.5353
2ec_low_on,thea,200496737,4,6.8002
2ec_low_on,thea,200496737,5,4.3547
2ec_low_on,thea,200496737,6,1.7451
2ec_low_on,thea,200496737,7,1.9456
2ec_low_on,thea,200496737,8,1.8066
2ec_low_on,thea,200496737,9,5.6222
2ec_low_on,thea,200496737,10,1.7737
2ec_low_off,thea,200496737,1,7.6169
2ec_low_off,thea,200496737,2,3.5966
2ec_low_off,thea,200496737,3,3.6773
2ec_low_off,thea,200496737,4,3.551
2ec_low_off,thea,200496737,5,3.1006
2ec_low_off,thea,200496737,6,3.1825
2ec_low_off,thea,200496737,7,3.8385
2ec_low_off,thea,200496737,8,4.6188
2ec_low_off,thea,200496737,9,1.5112
2ec_low_off,thea,200496737,10,1.5817
2ec_low_off,thea,200496737,11,2.6831
2ec_high_on,thea,200496737,1,6.5821
2ec_high_on,thea,200496737,2,3.3459
2ec_high_on,thea,200496737,3,4.0816
2ec_high_on,thea,200496737,4,4.0886
2ec_high_on,thea,200496737,5,4.4039
2ec_high_on,thea,200496737,6,5.0153
2ec_high_on,thea,200496737,7,8.2447
2ec_high_on,thea,200496737,8,6.4074
2ec_high_off,thea,200496737,1,5.3384
2ec_high_off,thea,200496737,2,2.3092
2ec_high_off,thea,200496737,3,1.917
2ec_high_off,thea,200496737,4,2.1321
2ec_high_off,thea,200496737,5,3.3137
2ec_high_off,thea,200496737,6,3.7813
2ec_high_off,thea,200496737,7,2.646
2ec_high_off,thea,200496737,8,1.8832
2ec_high_off,thea,200496737,9,1.4098
2ec_high_off,thea,200496737,10,1.453
2ec_high_off,thea,200496737,11,1.3683
2ec_high_off,thea,200496737,12,1.4153
2ec_high_off,thea,200496737,13,1.5069
2ec_high_off,thea,200496737,14,1.4524
2ec_high_off,thea,200496737,15,1.3633
2ec_high_off,thea,200496737,16,2.1957
2ec_high_off,thea,200496737,17,1.4569
2ec_high_off,thea,200496737,18,1.3871
2ec_high_off,thea,200496737,19,1.4604
2ec_high_off,thea,200496737,20,2.0743
2ec_high_off,thea,200496737,21,1.4609
2ec_high_off,thea,200496737,22,1.4576
2ec_high_off,thea,200496737,23,2.762
2ec_high_off,thea,200496737,24,2.6777
2ec_high_off,thea,200496737,25,2.6059
2ec_high_off,thea,200496737,26,1.4238
2ec_high_off,thea,200496737,27,1.3677
2ec_high_off,thea,200496737,28,1.3426
2ec_high_off,thea,200496737,29,1.2796
2ec_high_off,thea,200496737,30,1.4579
2ec_high_off,thea,200496737,31,1.3522
2ec_high_off,thea,200496737,32,1.3627
2ec_high_off,thea,200496737,33,1.2829
2ec_high_off,thea,200496737,34,1.3357
2ec_high_off,thea,200496737,35,1.271
2ec_high_off,thea,200496737,36,1.3441
2ec_high_off,thea,200496737,37,1.3158
2ec_high_off,thea,200496737,38,1.9896
2ec_high_off,thea,200496737,39,2.8997
2ec_high_off,thea,200496737,40,2.7133
2ec_high_off,thea,200496737,41,3.5801
2ec_high_off,thea,200496737,42,2.8494
2ec_high_off,thea,200496737,43,2.7047
2ec_high_off,thea,200496737,44,3.194
2ec_high_off,thea,200496737,45,4.2072
2ec_high_off,thea,200496737,46,1.9873
2ec_high_off,thea,200496737,47,2.7539
2ec_high_off,thea,200496737,48,6.0658
2ec_high_off,thea,200496737,49,2.4303
2ec_high_off,thea,200496737,50,1.4247
2ec_high_off,thea,200496737,51,2.8181
2ec_high_off,thea,200496737,52,2.6157
2ec_high_off,thea,200496737,53,4.109
2ec_high_off,thea,200496737,54,3.3576
2ec_high_off,thea,200496737,55,2.6123
2ec_high_off,thea,200496737,56,2.4503
2ec_high_off,thea,200496737,57,3.7687
2ec_high_off,thea,200496737,58,3.0993
2ec_high_off,thea,200496737,59,2.7478
2ec_high_off,thea,200496737,60,2.7603
sample,thea,633816299,1,2.3656
sample,thea,633816299,2,1.0245
sample,thea,633816299,3,0.6611
sample,thea,633816299,4,0.4037
sample,thea,633816299,5,0.4151
sample,thea,633816299,6,1.9676
sample,thea,633816299,7,2.278
sample,thea,633816299,8,1.873
sample,thea,633816299,9,0.8759
sample,thea,633816299,10,0.7658
sample,thea,633816299,11,0.6422
sample,thea,633816299,12,0.4085
sample,thea,633816299,13,0.397
sample,thea,633816299,14,0.4652
sample,thea,633816299,15,1.0068
sample,thea,633816299,16,0.7405
sample,thea,633816299,17,0.3724
sample,thea,633816299,18,0.3832
sample,thea,633816299,19,0.3717
sample,thea,633816299,20,0.3606
sample,thea,633816299,21,0.374
sample,thea,633816299,22,0.4399
sample,thea,633816299,23,1.7328
sample,thea,633816299,24,0.397
sample,thea,633816299,25,0.3563
sample,thea,633816299,26,0.3694
sample,thea,633816299,27,0.4508
sample,thea,633816299,28,0.4657
sample,thea,633816299,29,0.4519
sample,thea,633816299,30,0.3624
sample,thea,633816299,31,0.4553
sample,thea,633816299,32,0.4141
sample,thea,633816299,33,0.489
sample,thea,633816299,34,0.3674
sample,thea,633816299,35,0.3711
sample,thea,633816299,36,0.3499
sample,thea,633816299,37,0.3891
sample,thea,633816299,38,0.4775
sample,thea,633816299,39,2.7806
sample,thea,633816299,40,0.513
sample,thea,633816299,41,0.4315
sample,thea,633816299,42,0.4281
sample,thea,633816299,43,0.3656
sample,thea,633816299,44,0.3945
sample,thea,633816299,45,0.5648
sample,thea,633816299,46,0.3757
sample,thea,633816299,47,0.3695
sample,thea,633816299,48,1.0377
sample,thea,633816299,49,0.8313
sample,thea,633816299,50,0.7194
sample,thea,633816299,51,1.1964
sample,thea,633816299,52,0.7171
sample,thea,633816299,53,0.4351
sample,thea,633816299,54,0.365
sample,thea,633816299,55,0.3764
sample,thea,633816299,56,0.365
sample,thea,633816299,57,0.3528
sample,thea,633816299,58,0.3617
sample,thea,633816299,59,0.3627
sample,thea,633816299,60,3.2644
2ec_low_on,thea,633816299,1,5.4656
2ec_low_on,thea,633816299,2,2.3212
2ec_low_on,thea,633816299,3,1.7873
2ec_low_on,thea,633816299,4,1.569
2ec_low_on,thea,633816299,5,3.4093
2ec_low_on,thea,633816299,6,1.6415
2ec_low_on,thea,633816299,7,1.5918
2ec_low_on,thea,633816299,8,1.5578
2ec_low_on,thea,633816299,9,1.6781
2ec_low_on,thea,633816299,10,1.7142
2ec_low_off,thea,633816299,1,13.1061
2ec_low_off,thea,633816299,2,3.2843
2ec_low_off,thea,633816299,3,2.0433
2ec_low_off,thea,633816299,4,1.7785
2ec_low_off,thea,633816299,5,1.3806
2ec_low_off,thea,633816299,6,1.4668
2ec_low_off,thea,633816299,7,1.5033
2ec_low_off,thea,633816299,8,4.1436
2ec_low_off,thea,633816299,9,2.6315
2ec_low_off,thea,633816299,10,2.8471
2ec_low_off,thea,633816299,11,2.7475
2ec_high_on,thea,633816299,1,12.2235
2ec_high_on,thea,633816299,2,5.3975
2ec_high_on,thea,633816299,3,7.5864
2ec_high_on,thea,633816299,4,4.9516
2ec_high_on,thea,633816299,5,5.7112
2ec_high_on,thea,633816299,6,32.54
2ec_high_on,thea,633816299,7,2.3196
2ec_high_on,thea,633816299,8,9.5034
2ec_high_on,thea,633816299,9,4.5
2ec_high_on,thea,633816299,10,5.4503
2ec_high_off,thea,633816299,1,10.6273
2ec_high_off,thea,633816299,2,5.6856
2ec_high_off,thea,633816299,3,4.8453
2ec_high_off,thea,633816299,4,4.2016
2ec_high_off,thea,633816299,5,8.1657
2ec_high_off,thea,633816299,6,5.1139
2ec_high_off,thea,633816299,7,5.389
2ec_high_off,thea,633816299,8,5.1989
2ec_high_off,thea,633816299,9,5.5459
2ec_high_off,thea,633816299,10,5.2555
2ec_high_off,thea,633816299,11,3.4303
2ec_high_off,thea,633816299,12,3.9472
2ec_high_off,thea,633816299,13,4.1391
2ec_high_off,thea,633816299,14,6.8395
2ec_high_off,thea,633816299,15,3.404
2ec_high_off,thea,633816299,16,3.3375
2ec_high_off,thea,633816299,17,3.4328
2ec_high_off,thea,633816299,18,4.2762
2ec_high_off,thea,633816299,19,4.319
2ec_high_off,thea,633816299,20,3.9203
2ec_high_off,thea,633816299,21,2.3104
2ec_high_off,thea,633816299,22,2.0687
2ec_high_off,thea,633816299,23,3.3559
2ec_high_off,thea,633816299,24,1.5967
2ec_high_off,thea,633816299,25,1.6691
2ec_high_off,thea,633816299,26,2.4679
2ec_high_off,thea,633816299,27,3.3422
2ec_high_off,thea,633816299,28,3.0342
2ec_high_off,thea,633816299,29,4.0776
2ec_high_off,thea,633816299,30,5.7604
2ec_high_off,thea,633816299,31,2.4592
2ec_high_off,thea,633816299,32,3.985
2ec_high_off,thea,633816299,33,2.7112
2ec_high_off,thea,633816299,34,3.3081
2ec_high_off,thea,633816299,35,1.6686
2ec_high_off,thea,633816299,36,3.0256
2ec_high_off,thea,633816299,37,4.6985
2ec_high_off,thea,633816299,38,3.2444
2ec_high_off,thea,633816299,39,3.2402
2ec_high_off,thea,633816299,40,3.0198
2ec_high_off,thea,633816299,41,3.8302
2ec_high_off,thea,633816299,42,2.3609
2ec_high_off,thea,633816299,43,2.1032
2ec_high_off,thea,633816299,44,1.6004
2ec_high_off,thea,633816299,45,2.9673
2ec_high_off,thea,633816299,46,3.1045
2ec_high_off,thea,633816299,47,2.99
2ec_high_off,thea,633816299,48,2.9901
2ec_high_off,thea,633816299,49,1.6667
2ec_high_off,thea,633816299,50,1.5067
2ec_high_off,thea,633816299,51,1.6009
2ec_high_off,thea,633816299,52,1.5569
2ec_high_off,thea,633816299,53,3.4884
2ec_high_off,thea,633816299,54,1.5257
2ec_high_off,thea,633816299,55,1.4906
2ec_high_off,thea,633816299,56,1.4659
2ec_high_off,thea,633816299,57,1.4945
2ec_high_off,thea,633816299,58,1.7417
2ec_high_off,thea,633816299,59,1.615
2ec_high_off,thea,633816299,60,1.4428
sample,thea,1410143363,1,1.2658
sample,thea,1410143363,2,0.4067
sample,thea,1410143363,3,0.3393
sample,thea,1410143363,4,0.3454
sample,thea,1410143363,5,0.3307
sample,thea,1410143363,6,0.7921
sample,thea,1410143363,7,0.7094
sample,thea,1410143363,8,1.3866
sample,thea,1410143363,9,0.3871
sample,thea,1410143363,10,0.3662
sample,thea,1410143363,11,0.3641
sample,thea,1410143363,12,0.4335
sample,thea,1410143363,13,0.4128
sample,thea,1410143363,14,0.3358
sample,thea,1410143363,15,0.4201
sample,thea,1410143363,16,0.329
sample,thea,1410143363,17,1.4519
sample,thea,1410143363,18,1.3485
sample,thea,1410143363,19,0.715
sample,thea,1410143363,20,0.3694
sample,thea,1410143363,21,0.3569
sample,thea,1410143363,22,0.4059
sample,thea,1410143363,23,0.3332
sample,thea,1410143363,24,0.3329
sample,thea,1410143363,25,0.4575
sample,thea,1410143363,26,0.4587
sample,thea,1410143363,27,0.3748
sample,thea,1410143363,28,0.3378
sample,thea,1410143363,29,0.3808
sample,thea,1410143363,30,0.3306
sample,thea,1410143363,31,0.348
sample,thea,1410143363,32,0.3224
sample,thea,1410143363,33,0.4698
sample,thea,1410143363,34,0.366
sample,thea,1410143363,35,0.4431
sample,thea,1410143363,36,2.127
sample,thea,1410143363,37,0.3603
sample,thea,1410143363,38,0.5447
sample,thea,1410143363,39,0.3645
sample,thea,1410143363,40,0.3443
sample,thea,1410143363,41,0.3243
sample,thea,1410143363,42,0.3265
sample,thea,1410143363,43,0.3219
sample,thea,1410143363,44,0.3303
sample,thea,1410143363,45,0.3294
sample,thea,1410143363,46,0.3753
sample,thea,1410143363,47,0.6475
sample,thea,1410143363,48,0.3658
sample,thea,1410143363,49,0.3318
sample,thea,1410143363,50,0.338
sample,thea,1410143363,51,0.3354
sample,thea,1410143363,52,0.324
sample,thea,1410143363,53,0.3176
sample,thea,1410143363,54,0.3194
sample,thea,1410143363,55,0.3241
sample,thea,1410143363,56,0.3162
sample,thea,1410143363,57,0.4047
sample,thea,1410143363,58,0.3809
sample,thea,1410143363,59,0.3582
sample,thea,1410143363,60,0.3367
2ec_low_on,thea,1410143363,1,9.5519
2ec_low_on,thea,1410143363,2,3.7662
2ec_low_on,thea,1410143363,3,3.8387
2ec_low_on,thea,1410143363,4,5.3118
2ec_low_on,thea,1410143363,5,3.2603
2ec_low_on,thea,1410143363,6,3.2354
2ec_low_on,thea,1410143363,7,7.3304
2ec_low_on,thea,1410143363,8,5.2658
2ec_low_on,thea,1410143363,9,3.8196
2ec_low_on,thea,1410143363,10,6.3139
2ec_low_off,thea,1410143363,1,4.4094
2ec_low_off,thea,1410143363,2,4.354
2ec_low_off,thea,1410143363,3,5.839
2ec_low_off,thea,1410143363,4,3.4541
2ec_low_off,thea,1410143363,5,3.4857
2ec_low_off,thea,1410143363,6,1.6834
2ec_low_off,thea,1410143363,7,1.6394
2ec_low_off,thea,1410143363,8,21.368
2ec_low_off,thea,1410143363,9,5.6463
2ec_high_on,thea,1410143363,1,12.7696
2ec_high_on,thea,1410143363,2,2.5408
2ec_high_on,thea,1410143363,3,6.558
2ec_high_on,thea,1410143363,4,2.5434
2ec_high_on,thea,1410143363,5,1.8242
2ec_high_on,thea,1410143363,6,1.9245
2ec_high_on,thea,1410143363,7,6.2384
2ec_high_on,thea,1410143363,8,1.9039
2ec_high_on,thea,1410143363,9,1.7987
2ec_high_on,thea,1410143363,10,1.8107
2ec_high_off,thea,1410143363,1,6.3497
2ec_high_off,thea,1410143363,2,2.5016
2ec_high_off,thea,1410143363,3,2.13
2ec_high_off,thea,1410143363,4,1.9656
2ec_high_off,thea,1410143363,5,3.3924
2ec_high_off,thea,1410143363,6,1.9099
2ec_high_off,thea,1410143363,7,1.9138
2ec_high_off,thea,1410143363,8,2.9159
2ec_high_off,thea,1410143363,9,2.3709
2ec_high_off,thea,1410143363,10,1.5475
2ec_high_off,thea,1410143363,11,1.8165
2ec_high_off,thea,1410143363,12,1.5896
2ec_high_off,thea,1410143363,13,8.1784
2ec_high_off,thea,1410143363,14,3.1662
2ec_high_off,thea,1410143363,15,4.805
2ec_high_off,thea,1410143363,16,3.8979
2ec_high_off,thea,1410143363,17,3.1065
2ec_high_off,thea,1410143363,18,3.9382
2ec_high_off,thea,1410143363,19,3.1509
2ec_high_off,thea,1410143363,20,2.9451
2ec_high_off,thea,1410143363,21,4.7198
2ec_high_off,thea,1410143363,22,2.9527
2ec_high_off,thea,1410143363,23,2.8862
2ec_high_off,thea,1410143363,24,3.6998
2ec_high_off,thea,1410143363,25,2.8611
2ec_high_off,thea,1410143363,26,4.5145
2ec_high_off,thea,1410143363,27,4.7337
2ec_high_off,thea,1410143363,28,2.8935
2ec_high_off,thea,1410143363,29,3.2514
2ec_high_off,thea,1410143363,30,2.834
2ec_high_off,thea,1410143363,31,3.7616
2ec_high_off,thea,1410143363,32,1.775
2ec_high_off,thea,1410143363,33,1.4866
2ec_high_off,thea,1410143363,34,1.4987
2ec_high_off,thea,1410143363,35,1.4846
2ec_high_off,thea,1410143363,36,3.2893
2ec_high_off,thea,1410143363,37,7.1889
2ec_high_off,thea,1410143363,38,1.6087
2ec_high_off,thea,1410143363,39,1.6043
2ec_high_off,thea,1410143363,40,1.4714
2ec_high_off,thea,1410143363,41,1.5186
2ec_high_off,thea,1410143363,42,1.7878
2ec_high_off,thea,1410143363,43,1.6179
2ec_high_off,thea,1410143363,44,1.4633
2ec_high_off,thea,1410143363,45,1.5188
2ec_high_off,thea,1410143363,46,3.9472
2ec_high_off,thea,1410143363,47,1.8325
2ec_high_off,thea,1410143363,48,1.8199
2ec_high_off,thea,1410143363,49,1.5931
2ec_high_off,thea,1410143363,50,1.7852
2ec_high_off,thea,1410143363,51,1.8341
2ec_high_off,thea,1410143363,52,1.6418
2ec_high_off,thea,1410143363,53,1.6096
2ec_high_off,thea,1410143363,54,1.4745
2ec_high_off,thea,1410143363,55,5.8236
2ec_high_off,thea,1410143363,56,1.5201
2ec_high_off,thea,1410143363,57,1.5038
2ec_high_off,thea,1410143363,58,1.4861
2ec_high_off,thea,1410143363,59,5.9774
2ec_high_off,thea,1410143363,60,1.5484
sample,thea,1282538739,1,3.5013
sample,thea,1282538739,2,1.4084
sample,thea,1282538739,3,0.4186
sample,thea,1282538739,4,0.4782
sample,thea,1282538739,5,0.9309
sample,thea,1282538739,6,0.7238
sample,thea,1282538739,7,0.3926
sample,thea,1282538739,8,0.7086
sample,thea,1282538739,9,0.3785
sample,thea,1282538739,10,0.4128
sample,thea,1282538739,11,0.3613
sample,thea,1282538739,12,0.3377
sample,thea,1282538739,13,0.3344
sample,thea,1282538739,14,0.3337
sample,thea,1282538739,15,0.9043
sample,thea,1282538739,16,0.3489
sample,thea,1282538739,17,0.4912
sample,thea,1282538739,18,0.3611
sample,thea,1282538739,19,0.3407
sample,thea,1282538739,20,1.0583
sample,thea,1282538739,21,0.3785
sample,thea,1282538739,22,0.4151
sample,thea,1282538739,23,0.622
sample,thea,1282538739,24,1.1033
