scenario,algo,seed,step,elapsed_ms
2ec_low_on,tetris,1835732737,8,1.309
2ec_low_off,tetris,1835732737,1,1.5115
2ec_low_off,tetris,1835732737,2,0.8476
2ec_low_off,tetris,1835732737,3,1.1412
2ec_low_off,tetris,1835732737,4,1.1451
2ec_low_off,tetris,1835732737,5,1.1338
2ec_low_off,tetris,1835732737,6,2.994
2ec_low_off,tetris,1835732737,7,2.0361
2ec_low_off,tetris,1835732737,8,1.9072
2ec_high_on,tetris,1835732737,1,1.8705
2ec_high_on,tetris,1835732737,2,1.2369
2ec_high_on,tetris,1835732737,3,1.6835
2ec_high_on,tetris,1835732737,4,1.0161
2ec_high_on,tetris,1835732737,5,1.2044
2ec_high_on,tetris,1835732737,6,1.3258
2ec_high_off,tetris,1835732737,1,1.9264
2ec_high_off,tetris,1835732737,2,1.37
2ec_high_off,tetris,1835732737,3,1.3233
2ec_high_off,tetris,1835732737,4,1.3161
2ec_high_off,tetris,1835732737,5,1.2031
2ec_high_off,tetris,1835732737,6,1.1962
sample,tetris,794161987,1,1.4795
sample,tetris,794161987,2,0.8838
sample,tetris,794161987,3,0.9225
sample,tetris,794161987,4,0.8145
sample,tetris,794161987,5,0.8582
sample,tetris,794161987,6,0.7316
sample,tetris,794161987,7,1.1604
sample,tetris,794161987,8,0.7882
sample,tetris,794161987,9,0.8487
sample,tetris,794161987,10,0.7218
sample,tetris,794161987,11,0.8714
sample,tetris,794161987,12,0.9199
sample,tetris,794161987,13,0.9884
sample,tetris,794161987,14,0.7516
sample,tetris,794161987,15,0.8546
sample,tetris,794161987,16,0.7501
sample,tetris,794161987,17,0.9365
sample,tetris,794161987,18,1.4307
sample,tetris,794161987,19,0.9222
sample,tetris,794161987,20,0.8355
sample,tetris,794161987,21,0.8365
sample,tetris,794161987,22,0.7336
sample,tetris,794161987,23,0.8406
sample,tetris,794161987,24,0.7215
sample,tetris,794161987,25,0.9839
sample,tetris,794161987,26,0.8158
sample,tetris,794161987,27,0.8695
sample,tetris,794161987,28,0.7645
sample,tetris,794161987,29,0.9827
sample,tetris,794161987,30,0.8193
sample,tetris,794161987,31,0.8546
sample,tetris,794161987,32,0.7405
sample,tetris,794161987,33,0.8236
sample,tetris,794161987,34,0.7509
sample,tetris,794161987,35,0.836
sample,tetris,794161987,36,0.7228
sample,tetris,794161987,37,1.0267
sample,tetris,794161987,38,0.8321
sample,tetris,794161987,39,0.9049
sample,tetris,794161987,40,1.1675
sample,tetris,794161987,41,2.3891
sample,tetris,794161987,42,1.404
sample,tetris,794161987,43,1.0199
sample,tetris,794161987,44,0.8952
sample,tetris,794161987,45,1.3634
sample,tetris,794161987,46,0.9769
sample,tetris,794161987,47,1.0288
sample,tetris,794161987,48,0.9406
sample,tetris,794161987,49,1.5311
sample,tetris,794161987,50,1.1298
sample,tetris,794161987,51,1.5653
sample,tetris,794161987,52,1.3365
sample,tetris,794161987,53,2.2081
sample,tetris,794161987,54,1.725
sample,tetris,794161987,55,2.4548
sample,tetris,794161987,56,1.1497
sample,tetris,794161987,57,1.0196
sample,tetris,794161987,58,0.8266
sample,tetris,794161987,59,1.4059
sample,tetris,794161987,60,1.043
2ec_low_on,tetris,794161987,1,1.6147
2ec_low_on,tetris,794161987,2,1.7637
2ec_low_on,tetris,794161987,3,1.3772
2ec_low_on,tetris,794161987,4,1.0294
2ec_low_on,tetris,794161987,5,1.1889
2ec_low_on,tetris,794161987,6,1.316
2ec_low_on,tetris,794161987,7,1.2625
2ec_low_on,tetris,794161987,8,1.041
2ec_low_off,tetris,794161987,1,1.8271
2ec_low_off,tetris,794161987,2,1.9708
2ec_low_off,tetris,794161987,3,1.3086
2ec_low_off,tetris,794161987,4,1.1467
2ec_low_off,tetris,794161987,5,1.2122
2ec_low_off,tetris,794161987,6,1.46
2ec_low_off,tetris,794161987,7,1.4859
2ec_low_off,tetris,794161987,8,2.2768
2ec_low_off,tetris,794161987,9,2.5222
2ec_low_off,tetris,794161987,10,2.1391
2ec_high_on,tetris,794161987,1,1.9779
2ec_high_on,tetris,794161987,2,1.8922
2ec_high_on,tetris,794161987,3,1.5385
2ec_high_on,tetris,794161987,4,1.051
2ec_high_on,tetris,794161987,5,1.379
2ec_high_on,tetris,794161987,6,2.1283
2ec_high_off,tetris,794161987,1,2.3495
