Object,Time Step,Instance ID,Coordinates,Base Station,Delays,Delay slas,Delay sla deadlines,Communication Paths,Making Requests,Access History
User_1,50,1,"[6, 0]","BaseStation_4 ([6, 0])",10.0,39.0,29.0,{'1': [[]]},"{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 50, 'interval': 0, 'next_access': inf}]}"
User_2,50,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 9]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 50, 'interval': 0, 'next_access': inf}]}"
User_1,51,1,"[6, 0]","BaseStation_4 ([6, 0])",20.0,39.0,19.0,"{'1': [[4, 8]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 51, 'interval': 0, 'next_access': inf}]}"
User_2,51,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 1]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 51, 'interval': 0, 'next_access': inf}]}"
User_1,52,1,"[6, 0]","BaseStation_4 ([6, 0])",10.0,39.0,29.0,{'1': [[]]},"{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_2,52,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 9]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 52, 'interval': 0, 'next_access': inf}]}"
User_1,53,1,"[6, 0]","BaseStation_4 ([6, 0])",20.0,39.0,19.0,"{'1': [[4, 8]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_2,53,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 1]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 53, 'interval': 0, 'next_access': inf}]}"
User_1,54,1,"[6, 0]","BaseStation_4 ([6, 0])",10.0,39.0,29.0,{'1': [[]]},"{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_2,54,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 9]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 54, 'interval': 0, 'next_access': inf}]}"
User_1,55,1,"[6, 0]","BaseStation_4 ([6, 0])",20.0,39.0,19.0,"{'1': [[4, 8]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_2,55,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 1]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 55, 'interval': 0, 'next_access': inf}]}"
User_1,56,1,"[6, 0]","BaseStation_4 ([6, 0])",10.0,39.0,29.0,{'1': [[]]},"{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_2,56,2,"[3, 1]","BaseStation_6 ([3, 1])",30.0,40.0,10.0,"{'2': [[6, 5, 9]]}","{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 56, 'interval': 0, 'next_access': inf}]}"
User_1,57,1,"[6, 0]","BaseStation_4 ([6, 0])",20.0,39.0,19.0,"{'1': [[4, 8]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True, '37': True, '38': True, '39': True, '40': True, '41': True, '42': True, '43': True, '44': True, '45': True, '46': True, '47': True, '48': True, '49': True, '50': True, '51': True, '52': True, '53': True, '54': True, '55': True, '56': True, '57': True, '58': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 57, 'interval': 0, 'next_access': inf}]}"
